transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v_noise,threshold_i_noise,peak_v_noise,peak_i_noise,trough_v_noise,trough_i_noise,upstroke_noise,upstroke_v_noise,downstroke_noise,downstroke_v_noise,fast_trough_v_noise,fast_trough_i_noise,width_noise,upstroke_downstroke_ratio_noise,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Pvalb+,GABAergic,positive,aspiny,L5,-46.10317612,107.1557541,14.66269875,106.8968277,-60.10193634,91.09226227,264.4348264,-17.86805534,-89.79918239,-9.713046074,-56.53323364,102.8740082,0.000778254,2.954444304,0.374738508,-59.15625381,-56.0833346,-62.9732181,386.665248,0.07864,16.12500191,25.02083397,19.22767993,222.8125334,0.032043718,3.404467968,8.662759945,60,76.20833333,360,-44.31250381,-42.86458715,-45.10267966,-63.18750381,-59.92708715,-76.32142857,2.671637413,2.800429046,2.300007736,-99.09375763,-76.43042755,566543480_56
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-37.36630249,465.5412903,27.37364197,465.4152222,-57.6470108,376.6043396,414.5035741,-6.086956501,-116.6565623,-4.112228394,-53.23396683,453.2793579,0.000583174,3.571556215,0.186915878,-57.03125,-56.93750254,-68.13750458,138.222464,0.028645,30.625,35.65625,34.38750153,90.4687494,0.062350769,1.407106176,5.768138566,249.9999847,225.3749898,830,-35.15625,-34.98958333,-40.21875153,-59.93750381,-59.76041921,-79.8437561,3.519743319,3.798083147,2.761100036,-89,-78.63213348,477879512_51
Glutamatergic,Glutamatergic,positive,spiny,L5,-41.60474396,405.8912048,29.66840363,404.0439758,-55.19270706,276.6759338,272.1961052,-10.71643543,-72.62968329,8.90682888,-48.9317131,358.0578613,0.0010175,3.796992856,0.020000008,-48.25,-49.06250127,-52.75000127,210.964864,0.01965,35.40625,49.6770846,47.5,151.562497,0.082491584,2.63967616,17.35216891,190,57.04166794,770,-38.78125,-37.60416794,-44.52083333,-50.59375381,-57.3020846,-73.27083333,3.661368322,4.16009729,4.001844554,-88.8125,-71.3918457,324053705_53
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-38.01636887,65.77976227,21.72470284,65.67857361,-56.25669479,56.32440567,255.1786355,-6.903273582,-72.34649062,-5.020089149,-53.90104294,63.3482132,0.000939524,3.532221726,0.292532205,-55.21875381,-55.06250127,-56.27678898,296.141248,0.0316,24.75000191,25.32291794,28.25446483,244.2186773,0.015135755,1.23178368,13.59112035,30,35.33333333,249.9999847,-36.6875,-37.76041794,-41.76785823,-57.68750381,-57.79166921,-62.4598247,3.627623465,3.713799404,2.727329935,-88.25,-61.09815979,594480606_54
Vip+,GABAergic,positive,aspiny,L6a,-38.99095535,32.74671173,32.13651276,32.51644897,-51.45148087,27.17105293,288.0558939,-7.904605389,-80.41297122,12.89473724,-49.42927551,31.40460587,0.000917368,3.607928131,0.406104647,-50.90625381,-48.55208588,-52.62109661,658.861952,0.00706,33.1875,35.34375,35.44922066,368.5938716,0.015746333,1.1746176,18.78731821,20,24.25,140,-41.65625381,-39.19791794,-43.72656393,-51.28125,-50.9270846,-61.07422256,3.075072787,3.650081006,2.873232437,-101,-60.05573654,594589186_42
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.28776169,493.4947815,38.49088669,493.9114685,-57.32421875,353.109375,375.7770709,1.345052123,-74.58723803,21.88150978,-47.87890625,472.5,0.000991667,5.117151014,0.030291507,-47.15625381,-48.66666921,-50.78125,114.339416,0.082985,39.53125,41.85416794,44.42708333,100.6248817,0.009409764,1.47499136,21.40935279,230,144.25,1770,-35.65625,-36.16666667,-46.91666794,-56.375,-58.90625127,-81.03125254,4.384760455,4.29014263,4.235029507,-91.40625,-80.63630676,469761118_71
Pvalb+,GABAergic,positive,aspiny,L5,-42.61891174,349.4680481,3.98548913,350.2958679,-55.70467377,350.4567261,299.5875677,-17.79592323,-208.2699122,-13.55663013,-55.54087067,351.3439026,0.000318809,1.438502253,1.30613843,-57.87500381,-58.95833588,-61.42500381,125.492432,0.054205,8.59375,17.52083397,14.27500076,102.5000364,0.125833943,1.377405568,5.464132558,209.9999847,254.9166667,480.0000305,-40.06250381,-37.25000127,-45.79375381,-57.90625,-59.07291921,-70.25625,1.349205833,1.219092032,1.365399102,-82.53125,-70.24079895,487359276_46
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.60044479,98.76786041,33.60268021,98.23661041,-55.0814743,75.91963959,333.937934,-8.122768402,-74.93966742,13.77678585,-46.8381691,93.91963959,0.000963571,4.461173402,0.182480311,-47,-48.94792048,-53.40625286,216.749616,0.05864,32.50000381,38.4270846,35.59375191,213.7500793,0.065369822,1.765187456,30.50550633,59.99999619,51.25,640,-36.71875381,-36.72916921,-44.41406345,-54.43750381,-52.75000381,-72.17187691,4.455772231,4.107917435,4.03760145,-94.31250763,-70.96060944,517645929_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-34.12423706,150.0487823,11.98704243,149.5457306,-49.73780441,135.86586,186.1517345,-5.923780441,-105.715715,-6.929878235,-48.92530441,146.3170776,0.000662683,1.659789883,0.033069979,-54.84375381,-53.17187881,-57.70312754,222.286464,0.006925,28.62500191,26.28125191,34.13021024,252.1875203,0.053111836,1.40211712,17.28310473,70,65.5,150,-43.15625,-40.84375,-48.18229357,-55,-53.31250191,-60.68229421,2.016593348,1.933786058,2.084930156,-81.56250763,-60.18828201,475619045_49
Pvalb+,GABAergic,positive,aspiny,L4,-36.72922897,294.8580017,10.50500393,294.7401733,-56.69684601,290.5592957,275.8167336,-12.58648014,-183.3391605,-11.30041504,-56.38330841,293.1038513,0.000414547,1.504289902,0.739814792,-58.28125381,-54.1145846,-59.25781441,191.084912,0.015155,11.00000095,9.406250636,15.64843798,113.749966,0.056272265,2.890817536,7.022888854,190,197.9583333,650,-35.37500381,-30.06250064,-44.58594131,-58.43750381,-54.38541794,-79.64844322,1.469335791,1.337012958,1.662329402,-100.71875,-79.17176819,485630699_54
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.71496201,247.4924316,42.64109802,247.1780243,-55.48295593,177.4280243,391.4212479,5.548295498,-91.54269108,18.93655396,-47.57670593,232.484848,0.000846667,4.324510562,0.130130357,-49.00000381,-48.66667048,-51.33750153,155.321072,0.03926,46.56250381,48.63541921,51.06875229,156.0937911,0.035120111,2.363815936,18.10963226,110,69.24999746,780,-39.03125381,-37.4375,-46.76875229,-52.18750381,-54.87500127,-79.23125458,4.401047381,4.500728976,4.767441681,-95.81250763,-78.3591156,485884503_58
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.40826797,421.2903137,32.18548203,421.8145142,-55.80342865,295.4515991,264.2007986,-0.81552422,-83.42495429,10.11995983,-46.84576797,411.5564575,0.000884516,3.183770468,0.055147057,-48.03125,-50.08333333,-50.19531536,159.969024,0.02446,36.5,37.65625127,43.8828125,124.3750751,0.018005967,2.753473024,12.66349877,230,144.4166667,910,-35.875,-32.67708524,-51.45312595,-50.21875,-55.2708346,-82.33593941,2.958552929,2.646430354,3.839150346,-96.28125,-81.84601593,354833767_64
Pvalb+,GABAergic,positive,aspiny,L4,-36.91973114,505.1265869,15.56215763,505.4033508,-53.30078888,501.6572266,317.1357378,-12.10403347,-214.2707746,-6.293932915,-53.13642502,504.5950623,0.000383912,1.482186853,0.689444562,-54.53125381,-54.73958588,-57.9296875,125.810912,0.01454,14.78125095,20.59375127,24.29687595,77.14288682,0.04033953,1.23034496,5.69906036,330,306.4583333,730,-32.96875381,-34.04166794,-44.17187595,-54.625,-54.85416794,-73.72657013,1.31679205,1.367578776,1.515877132,-82.06250763,-72.82888794,568790226_63
Sst+,GABAergic,positive,aspiny,L5,-41.05952454,211.0535736,25.06101227,210.9107208,-61.65625,193.8035736,278.8752911,-0.034226194,-204.14624,-2.811011791,-60.5044632,209.6666718,0.000491667,1.362659156,0.169681322,-61.25,-53.84375127,-61.98125381,207.736224,0.02521,28.75,21.53125191,28.85625114,145.1563686,0.023721812,2.393866752,11.89386631,110,118.2916667,570,-43.43750381,-37.68750127,-46.85000305,-61.31250381,-55.84375254,-71.98125458,1.503353102,1.626568218,1.501880568,-84.53125763,-71.73517609,475542907_42
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.64687347,329.3583374,29.1796875,328.9583435,-56.89114761,253.2979126,253.1670048,0.439062506,-100.0644803,7.497395992,-51.06406403,320.2999878,0.000786417,2.528794765,0.156250002,-51.75000381,-52.46875381,-54.53906345,156.314992,0.029005,29,28.89583524,36.99218941,136.4063323,0.019158145,2.45821696,15.57996764,170,189.75,800,-36.40625381,-36.72916794,-51.31250095,-56.40625381,-55.8958346,-80.75781822,2.193531237,2.107802073,3.162641469,-95.34375,-80.1997757,485932822_80
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-30.92401886,138.8660126,29.64195251,138.119278,-47.0970192,126.2990189,198.5681372,-6.833741665,-81.52597991,3.087009907,-46.40686417,134.2042542,0.000972059,2.446946906,0.382142873,-52.03125381,-49.01041794,-57.73125153,292.972032,0.02301,28.75,23.44791667,9.431250191,240.6250089,0.133915573,1.709769472,10.05109672,90,98.91666667,360,-32.46875,-31.53125064,-33.24375,-52.09375,-49.41666794,-67.60625305,2.160497482,2.03585798,1.773442313,-92.875,-66.40228271,482772037_39
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-36.39717865,456.2177429,25.80342674,454.9112854,-51.81048203,348.137085,254.2701456,-3.773689508,-104.96268,7.057459831,-47.75655365,441.1875,0.000714919,2.437709552,0.099841769,-47.50000381,-47.14583715,-50.91250229,138.9192,0.0229,28.12500191,30.63541794,32.95000229,183.5937202,0.027150895,1.349265664,16.2883755,230,152.4166616,300,-33.93750381,-30.71875064,-46.28125,-49.6875,-50.60416794,-76.42500763,2.301250132,2.02870615,2.987401473,-95.65625,-76.00584412,476086391_61
Pvalb+,GABAergic,positive,aspiny,L4,-43.4577446,817.8406982,16.65370941,819.2869263,-63.47832108,819.4150391,395.5843583,-8.97220993,-333.0986227,-12.02009678,-63.35828781,820.7978516,0.000293263,1.190663971,1.142737643,-66.25000763,-61.09375381,-66.07812881,80.965744,0.006115,24.59375191,12.6666673,34.53125191,51.25011504,0.036171533,1.338150912,5.730276911,540,547.6666667,820,-39.5,-33.60416921,-49.25000191,-66.31250763,-61.17708588,-77.0859375,1.139039951,1.005517432,1.164322212,-82.78125763,-76.4303894,489719193_77
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.67831039,194.9877472,37.76715851,194.8578491,-49.40870285,156.25,330.3372039,0.056985311,-101.976633,10.5171566,-40.36764526,192.3627472,0.000741961,3.232857274,0.172437204,-44.59375,-47.53125,-49.5989596,111.465472,0.0494,45.375,45.84375381,44.71354294,79.37499881,0.171525285,1.74794496,14.24547507,110,92.37499237,650,-41.09375,-41.96875,-49.26562754,-53.46875381,-53.46875381,-65.07292175,3.615070063,3.598194897,3.576492712,-73.40625763,-64.39642334,580624725_60
Glutamatergic,Glutamatergic,negative,spiny,L5,-37.01602554,137.8685913,37.23958206,138.0512848,-54.01762772,110.8012848,318.1779264,-2.491185904,-90.77330663,16.40705109,-42.92147446,131.7275696,0.000827179,3.504958608,0.125264555,-44.96875,-45.01041921,-48.90625229,103.011024,0.07423,37.68750381,37.125,35.31875076,146.250084,0.118953981,2.972156928,25.29338504,90,103.5833359,1170,-38.28125,-37.14583588,-40.51875153,-56.53125381,-56.10416794,-75.13125305,3.577036892,3.497448994,3.393966556,-90.50000763,-74.54837799,480364000_54
Pvalb+,GABAergic,positive,aspiny,L5,-46.10796356,355.1847534,-1.975527167,355.9512939,-57.95735931,356.3072205,265.0240616,-21.3769455,-197.2887487,-19.74764633,-57.8090477,356.952301,0.000335562,1.356513617,2.509251393,-65.84375,-55.89583715,-66.20000305,175.237632,0.00598,6.687500477,2.385416985,19.38750114,114.8435622,0.047112159,1.143722752,6.784858779,230,200.5416616,352,-37.71875,-28.47916857,-51.63125229,-65.93750763,-56.03125127,-77.78125305,0.986617101,0.814803527,1.193446448,-101.2500076,-77.16303253,487537399_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-29.07401276,173.953949,27.87993431,172.5592041,-46.99835587,109.5328979,168.5221426,0.746710539,-40.84596727,18.15954018,-37.64802551,152.8815765,0.001456316,4.136620853,0.050102881,-40.53125,-40.50000381,-47.48750229,160.450448,0.05877,34,35.00000127,31.29375076,290.4687822,0.124691918,1.23634816,50.69973285,50,36,640,-29.37500191,-29.96875064,-41.43750153,-49.00000381,-48.51041794,-55.81875229,3.981364911,3.822147473,3.161447941,-89.21875,-58.92674637,478588073_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.52031326,64.48124695,35.22890472,64.52187347,-54.38203049,48.99062347,330.7597775,-3.217187405,-118.5258505,9.757031441,-50.32421875,64.43125153,0.000725,2.793660571,0.29114907,-50.8125,-49.40625381,-55.70312786,161.39776,0.062265,38.0625,42.671875,39.79687595,278.9062858,0.057323109,1.437760256,29.31237497,30.00000191,33.49999905,390,-37,-36.609375,-46.234375,-55.40625381,-52.06250191,-68.89063072,2.938654755,3.226972535,3.116493062,-96.375,-67.0109787,490931049_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-36.0357132,177.4129486,20.8995533,176.1160736,-50.52511215,128.1294708,230.5469212,-9.341517448,-58.02413205,4.579799175,-47.8091507,163.0691986,0.0010075,4.039928641,0.05212766,-49.65625381,-46.91666921,-51.33750305,453.854144,0.00724,20.5,18.20833397,19.11250076,317.0313537,0.08970511,2.380608256,15.43981416,90,131.7083308,300,-43.9375,-33.3958346,-46.07500229,-51.28125,-48.86458588,-67.50000153,2.783522685,4.168071175,2.602483763,-101.4687576,-67.13279724,555365036_39
Pvalb+,GABAergic,positive,aspiny,L5,-40.086689,294.0112,12.71168709,294.6492615,-59.00119781,293.956543,302.3398149,-11.10374451,-222.5358448,-11.64838791,-58.81723022,294.9411011,0.00037952,1.357565674,1.925,-62.56250381,-56.97916794,-64.06250191,384.161792,0.00582,16.90625,16.27083397,20.03125095,165.1041657,0.169384003,1.141272064,6.71839686,170,166.375,370,-46.90625,-31.11458397,-51.01562691,-62.71875,-57.1145846,-75.671875,1.441986529,1.223248204,1.453973482,-87.6875,-73.79395294,318331264_47
Vip+,GABAergic,positive,aspiny,L5,-33.51154709,95.04347992,22.79483604,94.64402008,-47.46331406,70.44293213,173.8648399,-11.17934799,-61.08157671,5.823369503,-39.31793594,93.00271606,0.001104783,2.739502765,0.019241889,-44.37500381,-43.984375,-53.59375191,343.51312,0.02564,32.75000381,32.53125,40.78906345,174.3749976,0.047436289,1.39458176,11.77469107,50,55.6875,360,-37.03125381,-36.015625,-44.75000095,-51.87500381,-70.73437881,-74.37891006,3.36277864,3.177960429,3.536790252,-93.09375,-73.54984283,560889670_51
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.61595535,185.2467041,37.57154465,184.7138214,-55.41200638,154.8684235,375.439742,-3.128289461,-79.09952035,17.66365051,-50.61841965,176.7598724,0.000946842,4.753773263,0.176388889,-50.96875,-53.19791794,-54.17969036,199.563808,0.05384,41.25,44.72916921,42.84375286,141.3393915,0.058805451,1.287068416,20.46266115,90,61.62499619,700,-38.46875381,-39.38541667,-46.91406345,-56.09375381,-59.17708715,-69.38281631,4.505746781,4.593563734,4.632062267,-85.65625763,-68.97212219,558662244_57
Pvalb+,GABAergic,positive,aspiny,L5,-38.36206055,628.1135254,15.24015999,629.2671509,-57.42539215,626.0586548,343.8748513,-10.09160328,-250.9154623,-11.60943508,-57.24886703,630.1808472,0.000340229,1.371647281,0.715194673,-58.3125,-56.26042048,-60.80000381,98.629136,0.012515,12.40625,18.0208346,25.16875191,70.15620917,0.051743351,1.450073088,6.879403541,370,410.625,320,-34.78125,-32.98958588,-45.58750153,-58.40625381,-56.35416794,-76.78750458,1.243703443,1.292767802,1.494343115,-84.12500763,-75.81246185,488497498_64
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.47916794,268.4583435,37.63135147,267.7032471,-48.35645294,216.4359741,283.5915018,-0.173018306,-69.47960301,19.06707382,-43.42149353,244.4989777,0.001080163,4.113022036,0.248699819,-47.0625,-48.43750254,-54.33333715,258.699392,0.0287,41.37500381,44.81250381,43.4583346,185.3126436,0.107772715,1.676899072,16.03807625,150,89.70833333,640,-37.62500381,-36.20833588,-46.34375254,-48.28125381,-53.5833346,-74.66667175,3.827390911,3.823048811,3.733826027,-94.50000763,-73.88298798,516086402_50
Glutamatergic,Glutamatergic,positive,spiny,L5,-35.48704147,268.6707458,27.32660103,266.637207,-52.36242294,225.8902435,268.1557803,-1.539252996,-57.1130951,14.55335331,-48.53239441,245.17836,0.001167561,4.777581709,0.169755253,-47.46875,-49.39062691,-55.04166794,222.180672,0.04236,26.25000191,31.07812595,31.2604173,165.3124243,0.001710167,1.369956224,20.11679937,150,57.9375,580,-33.5625,-35.67187691,-45.03125254,-51.6875,-57.31250381,-67.80208588,3.486564253,3.637213581,3.816918412,-86.15625763,-67.0619812,563002088_74
Sst+,GABAergic,positive,aspiny,L5,-35.88373184,205.7132416,10.40349293,205.3253632,-51.17325211,176.4503632,171.248754,-12.03033066,-93.43827429,-11.31066132,-49.38510895,203.7242584,0.000700368,1.825160862,0.33383573,-54.25,-50.01041921,-57.73125229,273.04608,0.02309,12.65625095,17.45833333,19.45625076,186.7187172,0.073754176,1.61633408,24.51510992,120.0000076,127.375,580,-42.65625,-35.38541921,-47.83125305,-54.50000381,-53.07291667,-71.67500153,2.019670086,1.846065471,2.053873581,-92.46875,-71.58114624,491030723_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-38.59375,147.3810272,12.90097904,145.8177643,-52.21724319,122.8027115,175.5035326,-13.08094883,-48.16903662,-10.56626511,-49.63215256,139.9864502,0.001233253,3.671528762,0.305357143,-49.90625381,-49.8645846,-56.91797209,270.537472,0.09772,11.00000095,14.1979173,10.59375072,206.718713,0.002825384,1.44388288,14.14267035,90,87.74999746,489.9999695,-37,-36.13541667,-37.94922066,-51.53125,-52.55208715,-70.80078602,3.343144814,3.333793947,2.137895311,-92.5,-70.22426605,562632795_55
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.3046875,121.2881927,37.32551956,121.0659714,-59.31857681,101.1631927,370.5669874,-5.739583492,-89.90231305,11.12586784,-50.15885544,119.9409714,0.000870556,4.122365274,0.16230315,-50.21875381,-50.54166921,-53.26250153,113.789904,0.05826,38.09375381,41.82291921,40.56250229,122.656323,0.141528875,2.21253632,21.44041346,80,133.8749924,999.999939,-42.40625381,-41.77083588,-49.21875229,-59.40625381,-56.65625381,-74.53750305,4.134110926,4.511731169,4.547199739,-88.53125763,-74.29801178,517982558_44
Sst+,GABAergic,positive,aspiny,L6b,-31.15625,46.76612854,16.80241966,46.49596786,-48.66330719,40.32258224,149.896124,-10.99495983,-78.0106981,-5.834677219,-46.97983932,45.61693573,0.000936129,1.919062033,0.294444439,-47.90625381,-48.38541667,-55.50000153,314.193408,0.04566,16.28125,16.81250064,9.412500381,455.781281,0.041694902,1.135871232,44.25003848,30,29.33333206,499.9999695,-35.21875381,-35.32291794,-29.91875114,-48.03125,-48.51041794,-65.88750305,2.257069242,2.227968909,1.94936924,-100.28125,-65.44213104,572424901_37
Glutamatergic,Glutamatergic,negative,spiny,L5,-34.25818634,180.7083282,31.49851227,179.8720245,-50.53868866,137.8303528,262.7191648,-4.890625,-83.97542079,12.50074387,-38.9709816,173.4375,0.000816548,3.133010115,0.124640302,-42.00000381,-42.35416794,-46.33593941,106.459784,0.06111,32.53125,33.28125,27.15625095,113.28125,0.090044096,1.577855488,19.35259242,110,124.5000102,1280,-34.6875,-34.5208346,-42.65625191,-52.5625,-53.70833715,-72.76562881,3.119665056,3.083532662,3.068448708,-85.96875763,-72.38851166,478888052_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-33.22312546,129.8574982,18.69249916,129.5500031,-50.171875,98.96499634,187.0207725,-12.68624973,-73.71824526,-1.236875057,-39.54624939,126.6025009,0.0008399,2.540783539,0.21172142,-41.65625381,-42.81250381,-50.07812881,306.74016,0.03647,18.9375,27.46875191,20.84375095,192.1871156,0.081383012,1.445724672,24.7563297,80,41.375,710,-32.375,-33,-41.078125,-50.68750381,-53.90625,-75.98437881,2.461174451,2.518008565,2.432293309,-97.71875,-73.3546524,487659462_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-39.32875061,116.9850006,36.63874817,117.0950012,-54.63375092,84.31500244,321.2075731,-3.59375,-79.43224894,15.8125,-44.64500046,117.4850006,0.0009048,4.057108899,0.162132163,-45.90625381,-48.85416794,-49.54167048,166.782864,0.06316,37.93750381,30.01041794,28.22916857,169.5312113,0.005283047,2.469908224,37.00657978,70,56.33333333,740,-41.34375381,-45.38541794,-44.18750381,-54.50000381,-49.05208588,-66.57291667,3.993927001,3.875672924,3.398609583,-87.46875,-74.91094208,588697518_66
Glutamatergic,Glutamatergic,positive,spiny,L4,-32.37083435,297.4520874,21.96875,296.0708313,-48.859375,204.9354095,198.2520228,-10.4723959,-73.04446904,0.272916675,-43.65677261,274.6083374,0.000922083,2.760297202,0.186301382,-47.81250381,-51.02083588,-52.27500153,228.0352,0.030765,23.15625191,32.14583397,32.08750114,263.4374499,0.036264315,1.250283776,23.27449103,90,58.41666667,440,-33.59375,-34.1875,-47.09375229,-47.90625381,-52.75000254,-74.85625458,2.396210907,2.431802747,3.088487947,-97.90625763,-73.19307709,480124551_52
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-37.6127739,660.4570313,18.57901001,661.1199951,-55.38585281,656.635498,376.1148884,-8.370429993,-264.3103314,-7.923503399,-55.20292664,661.296875,0.000319415,1.425494724,0.738534182,-55.65625381,-56.79167048,-60.44375305,97.848864,0.011525,17.75,26.25000191,30.13125114,59.06261504,0.048744217,1.459215616,5.099788776,419.9999695,382.2083333,516.0000366,-34.18750381,-33.13542048,-42.75625153,-55.87500381,-56.88542048,-75.20000458,1.276935386,1.34099975,1.434652237,-81.5,-73.69219208,481049269_66
Glutamatergic,Glutamatergic,positive,spiny,L6a,-40.69238281,89.046875,28.18457031,88.67578125,-48.98535156,61.87890625,190.0897632,-11.72167969,-48.17150091,9.508789063,-40.23632813,82.93359375,0.0013725,3.975882896,0.239955357,-44.90625,-43.35416794,-46.14583588,123.602304,0.05336,36.18750381,43.79166921,39.15625254,183.9062423,0.051998876,1.281439232,15.33479658,50,74.79166667,390,-42.78125381,-41.20833588,-44.88541794,-50.68750381,-49.20833588,-66.96875509,3.932789438,4.202848845,4.03528123,-87.68750763,-66.88757324,509881736_48
Glutamatergic,Glutamatergic,positive,spiny,L6b,-41.96339417,82.26786041,29.46517944,82.17142487,-61.95000076,62.875,272.1842788,-14.88571453,-104.7913193,2.338392973,-53.56339264,78.19285583,0.000824143,2.596609339,0.2125,-54.21875,-50.54166921,-57.81250064,274.895488,0.031335,30.46875,41.05208333,33.8229173,192.187503,0.222719267,3.066236672,17.0229095,50,54.875,91.66666667,-41.40625,-38.34375127,-45.25520897,-65.00000763,-61.6458346,-78.63541794,2.764442454,2.973473538,2.775715403,-97.875,-78.74486542,322274121_41
Glutamatergic,Glutamatergic,positive,spiny,L6a,-40.44088745,206.5105438,32.94277191,205.875,-51.2164917,162.3870544,307.8229305,-5.770707607,-45.20091831,15.73381042,-46.88064575,188.3463898,0.001368434,6.889694221,0.191269852,-48.46875381,-48.01041794,-52.31770897,151.449984,0.064,38.375,39.55208715,37.16146024,156.8748802,0.013728385,1.091937024,17.01897411,110,84.29166667,530,-42.71875381,-43.42708588,-48.18229357,-53.06250381,-54.85416794,-68.0208346,6.096556073,5.674605938,5.189098985,-83.46875763,-67.03533936,510106222_55
Pvalb+,GABAergic,positive,aspiny,L2/L3,-34.22499847,502.9954529,26.12159157,503.3681946,-51.22073746,401.7090759,289.645531,-2.781534195,-75.15905047,-2.741761446,-47.13920593,491.7909241,0.000841091,3.888249846,0.198742604,-50.28125381,-52.45312881,-56.04687754,148.537024,0.09524,27.71875,31.25000191,32.97916794,89.45322037,0.033214536,1.343167872,52.45105996,290,235.4999924,979.999939,-33.03125,-35.23437691,-41.61458524,-53.03125,-56.81250191,-79.09375254,3.737489608,4.142727155,2.637230717,-88.15625,-78.7467041,586073346_75
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-35.83744431,262.7465515,12.86897945,262.2649231,-49.31679916,229.1054993,244.7915595,-12.59403706,-116.1527046,-4.126433372,-47.84088135,257.849762,0.000560367,2.097931468,0.045998417,-53.46875381,-45.1458346,-55.21875229,215.275376,0.01672,23.00000191,15.58333429,29.97500114,141.093716,0.103318736,1.829040384,10.19831664,140,247.9166616,509.9999695,-39.65625,-34.9375,-45.16250229,-53.53125,-46.03125381,-73.85625153,2.075790945,2.380384006,2.165175169,-89.8125,-73.71102142,519517188_60
Pvalb+,GABAergic,positive,aspiny,L4,-34.20996094,293.7353516,26.28092384,294.1204529,-54.4488945,292.4248047,340.4648774,-2.462402344,-230.2146192,-2.360595703,-54.25976563,293.9833984,0.000402214,1.479395635,0.890624991,-54.06250381,-55.87500254,-58.85937786,172.50256,0.01461,25.18750191,28.87500127,33.84375191,144.9998468,0.103174314,1.491404544,9.670850768,170,169.25,440,-30.12500191,-30.25000064,-42.43750191,-54.21875381,-55.94791921,-68.87500763,1.357182696,1.370745274,1.528583751,-94.68750763,-67.8475647,475888653_54
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-33.60966873,471.01651,34.35495377,471.4552002,-51.52535248,379.5401001,262.1825196,1.785966992,-40.37931265,24.40742874,-45.41214752,436.2358398,0.001816981,6.976722356,0.075194055,-44.09375,-44.87500254,-50.54166921,74.079928,0.1038,37.03125381,46.25000254,43.48958588,81.24992251,0.015619499,1.655004544,23.11257345,300,287.6666667,1889.999878,-31.46875191,-32.7708346,-50.34375127,-51.53125,-50.93750254,-77.33333588,4.902620436,4.755226808,4.060508318,-85.96875763,-77.31746674,513591094_83
Pvalb+,GABAergic,positive,aspiny,L6b,-33.82690048,173.2058868,38.0968132,173.0245056,-52.26409149,146.8345642,434.7643059,1.063419104,-170.7979122,18.06219292,-50.31740189,171.0441132,0.000501373,2.549605095,0.274300909,-50.28125381,-50.72916667,-53.83593941,217.243296,0.07866,37.5,35.01041921,40.57031441,194.3750083,0.049399834,1.741858432,9.062584224,100,85.91666412,420,-32.375,-31.5,-37.95312786,-50.93750381,-54.98958588,-69.56250191,2.459067547,2.384812061,2.286182425,-90.125,-68.52493286,566559909_54
Pvalb+,GABAergic,positive,aspiny,L4,-38.29163361,434.3653564,16.27293396,435.3198853,-56.91830826,434.7411499,295.514775,-9.059301376,-230.4463621,-7.112844467,-56.8300705,436.1687012,0.000402488,1.282838806,1.403998533,-57.28125381,-57.40625381,-61.70312881,114.433824,0.0043,16.1875,18.15625,28.68750143,76.87491924,0.02816095,1.394213376,8.159526595,280,229.5,390,-32.46875,-33.37500381,-43.44531631,-57.34375,-57.5,-61.89843941,1.136086291,1.064424176,1.254738329,-70.87500763,-60.91318893,566756038_63
